cve_ent,entidad,cve_alc,alc,cve_col,colonia,clasif,nombre_completo,es_colonia_formal,sin_geometria,geom_type,fecha_procesamiento
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-021,BARRIO TECAXTITLA,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO TECAXTITLA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-022,BARRIO TENANTITLA,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO TENANTITLA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-023,BARRIO TULA,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO TULA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-024,BARRIO XALTIPAC,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO XALTIPAC (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-025,BARRIO XALTIPAC,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO XALTIPAC (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-026,BARRIO XALTIPAC,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO XALTIPAC (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-027,BARRIO XOCHITEPETL,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > BARRIO XOCHITEPETL (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-028,LA CONCHITA,COLONIA,MILPA ALTA > LA CONCHITA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-029,PUEBLO SAN AGUSTIN OHTENCO,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN AGUSTIN OHTENCO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-030,PUEBLO SAN BARTOLOME XICOMULCO,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN BARTOLOME XICOMULCO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-031,PUEBLO SAN FRANCISCO TECOXPA,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN FRANCISCO TECOXPA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-032,PUEBLO SAN JERONIMO MIACATLAN,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN JERONIMO MIACATLAN (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-033,PUEBLO SAN JUAN TEPENAHUAC,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN JUAN TEPENAHUAC (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-034,PUEBLO SAN LORENZO TLACOYUCAN,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN LORENZO TLACOYUCAN (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-035,PUEBLO SAN SALVADOR CUAUHTENCO,PUEBLOS Y BARRIOS ORIGINARIOS,MILPA ALTA > PUEBLO SAN SALVADOR CUAUHTENCO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,009,MILPA ALTA,009-036,VILLA MILPA ALTA CENTRO,COLONIA,MILPA ALTA > VILLA MILPA ALTA CENTRO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-001,1RA AMPLIACION PRESIDENTES,COLONIA,ÁLVARO OBREGÓN > 1RA AMPLIACION PRESIDENTES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-002,1RA SECCION CAÑADA,COLONIA,ÁLVARO OBREGÓN > 1RA SECCION CAÑADA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-003,1RA VICTORIA,COLONIA,ÁLVARO OBREGÓN > 1RA VICTORIA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-004,2DA AMPLIACION PRESIDENTES,COLONIA,ÁLVARO OBREGÓN > 2DA AMPLIACION PRESIDENTES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-005,2DA DEL MORAL DEL PUEBLO TETELPAN,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > 2DA DEL MORAL DEL PUEBLO TETELPAN (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-006,2DA SECCION CAÑADA,COLONIA,ÁLVARO OBREGÓN > 2DA SECCION CAÑADA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-007,2DO REACOMODO TLACUITLAPA,COLONIA,ÁLVARO OBREGÓN > 2DO REACOMODO TLACUITLAPA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-008,8 DE AGOSTO,COLONIA,ÁLVARO OBREGÓN > 8 DE AGOSTO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-009,ABRAHAM M GONZALEZ,COLONIA,ÁLVARO OBREGÓN > ABRAHAM M GONZALEZ (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-010,ACUEDUCTO,COLONIA,ÁLVARO OBREGÓN > ACUEDUCTO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-011,ACUILOTLA,COLONIA,ÁLVARO OBREGÓN > ACUILOTLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-012,ALCANTARILLA,COLONIA,ÁLVARO OBREGÓN > ALCANTARILLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-013,ALFONSO XIII,COLONIA,ÁLVARO OBREGÓN > ALFONSO XIII (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-014,ALTAVISTA,COLONIA,ÁLVARO OBREGÓN > ALTAVISTA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-015,AMPLIACION ACUEDUCTO,COLONIA,ÁLVARO OBREGÓN > AMPLIACION ACUEDUCTO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-016,AMPLIACION ALPES,COLONIA,ÁLVARO OBREGÓN > AMPLIACION ALPES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-017,AMPLIACION EL CAPULIN,COLONIA,ÁLVARO OBREGÓN > AMPLIACION EL CAPULIN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-018,AMPLIACION ESTADO DE HIDALGO,COLONIA,ÁLVARO OBREGÓN > AMPLIACION ESTADO DE HIDALGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-019,AMPLIACION JALALPA,COLONIA,ÁLVARO OBREGÓN > AMPLIACION JALALPA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-020,AMPLIACION LA CEBADA,COLONIA,ÁLVARO OBREGÓN > AMPLIACION LA CEBADA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-021,AMPLIACION LA MEXICANA,COLONIA,ÁLVARO OBREGÓN > AMPLIACION LA MEXICANA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-022,AMPLIACION LAS AGUILAS,COLONIA,ÁLVARO OBREGÓN > AMPLIACION LAS AGUILAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-023,AMPLIACION LOS PIRULES,COLONIA,ÁLVARO OBREGÓN > AMPLIACION LOS PIRULES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-024,AMPLIACION PILOTO ADOLFO LOPEZ MATEOS,COLONIA,ÁLVARO OBREGÓN > AMPLIACION PILOTO ADOLFO LOPEZ MATEOS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-025,AMPLIACION TEPEACA,COLONIA,ÁLVARO OBREGÓN > AMPLIACION TEPEACA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-026,AMPLIACION TLACUITLAPA,COLONIA,ÁLVARO OBREGÓN > AMPLIACION TLACUITLAPA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-027,ARCOS CENTENARIO,COLONIA,ÁLVARO OBREGÓN > ARCOS CENTENARIO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-028,ARTURO MARTINEZ,COLONIA,ÁLVARO OBREGÓN > ARTURO MARTINEZ (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-029,ARVIDE,COLONIA,ÁLVARO OBREGÓN > ARVIDE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-030,ATLAMAYA,COLONIA,ÁLVARO OBREGÓN > ATLAMAYA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-031,AVE REAL,COLONIA,ÁLVARO OBREGÓN > AVE REAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-032,BALCONES DE CEHUAYO,COLONIA,ÁLVARO OBREGÓN > BALCONES DE CEHUAYO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-033,BARRIO ALFALFAR,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BARRIO ALFALFAR (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-034,BARRIO LA OTRA BANDA,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BARRIO LA OTRA BANDA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-035,BARRIO LORETO,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BARRIO LORETO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-036,BARRIO NORTE,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BARRIO NORTE (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-037,BARRIO SANTA MARIA NONOALCO,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BARRIO SANTA MARIA NONOALCO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-038,BEJERO DEL PUEBLO SANTA FE,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > BEJERO DEL PUEBLO SANTA FE (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-039,BELEM DE LAS FLORES,COLONIA,ÁLVARO OBREGÓN > BELEM DE LAS FLORES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-040,BELLAVISTA,COLONIA,ÁLVARO OBREGÓN > BELLAVISTA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-041,BONANZA,COLONIA,ÁLVARO OBREGÓN > BONANZA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-042,BOSQUE,COLONIA,ÁLVARO OBREGÓN > BOSQUE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-043,CALZADA JALALPA,COLONIA,ÁLVARO OBREGÓN > CALZADA JALALPA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-044,CAMPESTRE,COLONIA,ÁLVARO OBREGÓN > CAMPESTRE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-045,CANUTILLO,COLONIA,ÁLVARO OBREGÓN > CANUTILLO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-046,CANUTILLO 2DA SECCION,COLONIA,ÁLVARO OBREGÓN > CANUTILLO 2DA SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-047,CANUTILLO 3RA SECCION,COLONIA,ÁLVARO OBREGÓN > CANUTILLO 3RA SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-048,CARLOS A MADRAZO,COLONIA,ÁLVARO OBREGÓN > CARLOS A MADRAZO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-049,CAROLA,COLONIA,ÁLVARO OBREGÓN > CAROLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-050,CEHUAYA,COLONIA,ÁLVARO OBREGÓN > CEHUAYA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-051,CHIMALISTAC,COLONIA,ÁLVARO OBREGÓN > CHIMALISTAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-052,COLINA DEL SUR,COLONIA,ÁLVARO OBREGÓN > COLINA DEL SUR (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-053,COLINAS DE TARANGO,COLONIA,ÁLVARO OBREGÓN > COLINAS DE TARANGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-054,COOPERATIVA UNION OLIVOS,COLONIA,ÁLVARO OBREGÓN > COOPERATIVA UNION OLIVOS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-055,CORPUS CHRISTY,COLONIA,ÁLVARO OBREGÓN > CORPUS CHRISTY (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-056,COVE,COLONIA,ÁLVARO OBREGÓN > COVE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-057,CRISTO REY,COLONIA,ÁLVARO OBREGÓN > CRISTO REY (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-058,CUEVITAS,COLONIA,ÁLVARO OBREGÓN > CUEVITAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-059,DESARROLLO URBANO,COLONIA,ÁLVARO OBREGÓN > DESARROLLO URBANO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-060,DOS RIOS DEL PUEBLO DE SANTA LUCIA,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > DOS RIOS DEL PUEBLO DE SANTA LUCIA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-061,EJIDO SAN MATEO,COLONIA,ÁLVARO OBREGÓN > EJIDO SAN MATEO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-062,EL ARBOL,COLONIA,ÁLVARO OBREGÓN > EL ARBOL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-063,EL BOSQUE 2A SECC,COLONIA,ÁLVARO OBREGÓN > EL BOSQUE 2A SECC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-064,EL CAPULIN,COLONIA,ÁLVARO OBREGÓN > EL CAPULIN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-065,EL CUERNITO,COLONIA,ÁLVARO OBREGÓN > EL CUERNITO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-066,EL ENCINO DEL PUEBLO TETELPAN,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > EL ENCINO DEL PUEBLO TETELPAN (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-067,EL MIRADOR DEL PUEBLO TETELPAN,PUEBLOS Y BARRIOS ORIGINARIOS,ÁLVARO OBREGÓN > EL MIRADOR DEL PUEBLO TETELPAN (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-068,EL PIRU 2DA AMPLIACION,COLONIA,ÁLVARO OBREGÓN > EL PIRU 2DA AMPLIACION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-069,EL PIRU SANTA FE,COLONIA,ÁLVARO OBREGÓN > EL PIRU SANTA FE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-070,EL PIRUL,COLONIA,ÁLVARO OBREGÓN > EL PIRUL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-071,EL POCITO,COLONIA,ÁLVARO OBREGÓN > EL POCITO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-072,EL POLITOCO,COLONIA,ÁLVARO OBREGÓN > EL POLITOCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-073,EL RINCON,COLONIA,ÁLVARO OBREGÓN > EL RINCON (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-074,EL RODEO,COLONIA,ÁLVARO OBREGÓN > EL RODEO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-075,EL RUEDO,COLONIA,ÁLVARO OBREGÓN > EL RUEDO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-076,EL TEJOCOTE,COLONIA,ÁLVARO OBREGÓN > EL TEJOCOTE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-077,ERMITA TIZAPAN,COLONIA,ÁLVARO OBREGÓN > ERMITA TIZAPAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-078,ESTADO DE HIDALGO,COLONIA,ÁLVARO OBREGÓN > ESTADO DE HIDALGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-079,EX-HACIENDA DE GUADALUPE CHIMALISTAC,COLONIA,ÁLVARO OBREGÓN > EX-HACIENDA DE GUADALUPE CHIMALISTAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-080,EX HACIENDA DE TARANGO,COLONIA,ÁLVARO OBREGÓN > EX HACIENDA DE TARANGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-081,EX HACIENDA DE TARANGO,COLONIA,ÁLVARO OBREGÓN > EX HACIENDA DE TARANGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-082,FLOR DE MARIA,COLONIA,ÁLVARO OBREGÓN > FLOR DE MARIA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-083,FLORIDA,COLONIA,ÁLVARO OBREGÓN > FLORIDA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-084,FRANCISCO VILLA,COLONIA,ÁLVARO OBREGÓN > FRANCISCO VILLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-085,GALEANA,COLONIA,ÁLVARO OBREGÓN > GALEANA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-086,GARCIMARRERO,COLONIA,ÁLVARO OBREGÓN > GARCIMARRERO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-087,GOLONDRINAS,COLONIA,ÁLVARO OBREGÓN > GOLONDRINAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-088,GOLONDRINAS 1RA SECCION,COLONIA,ÁLVARO OBREGÓN > GOLONDRINAS 1RA SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-089,GOLONDRINAS 2DA SECCION,COLONIA,ÁLVARO OBREGÓN > GOLONDRINAS 2DA SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-090,GUADALUPE INN,COLONIA,ÁLVARO OBREGÓN > GUADALUPE INN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-091,HERON PROAL,COLONIA,ÁLVARO OBREGÓN > HERON PROAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-092,HIDALGO,COLONIA,ÁLVARO OBREGÓN > HIDALGO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-093,HOGAR Y REDENCION,COLONIA,ÁLVARO OBREGÓN > HOGAR Y REDENCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-094,HUEYTLALE,COLONIA,ÁLVARO OBREGÓN > HUEYTLALE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-095,ISIDRO FABELA,COLONIA,ÁLVARO OBREGÓN > ISIDRO FABELA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-096,JALALPA EL GRANDE,COLONIA,ÁLVARO OBREGÓN > JALALPA EL GRANDE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-097,JALALPA TEPITO,COLONIA,ÁLVARO OBREGÓN > JALALPA TEPITO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-098,JALALPA TEPITO 2DA AMPLIACION,COLONIA,ÁLVARO OBREGÓN > JALALPA TEPITO 2DA AMPLIACION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-099,JARDINES DEL PEDREGAL,COLONIA,ÁLVARO OBREGÓN > JARDINES DEL PEDREGAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-100,JOSE MARIA PINO SUAREZ,COLONIA,ÁLVARO OBREGÓN > JOSE MARIA PINO SUAREZ (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-101,LA ANGOSTURA,COLONIA,ÁLVARO OBREGÓN > LA ANGOSTURA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-102,LA ARAÑA,COLONIA,ÁLVARO OBREGÓN > LA ARAÑA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-103,LA CASCADA,COLONIA,ÁLVARO OBREGÓN > LA CASCADA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-104,LA CONCHITA,COLONIA,ÁLVARO OBREGÓN > LA CONCHITA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,010,ÁLVARO OBREGÓN,010-105,LA ESTRELLA,COLONIA,ÁLVARO OBREGÓN > LA ESTRELLA (COLONIA),True,False,Polygon,2026-07-05
