cve_ent,entidad,cve_alc,alc,cve_col,colonia,clasif,nombre_completo,es_colonia_formal,sin_geometria,geom_type,fecha_procesamiento
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-075,GENERAL FELIPE BERRIOZABAL,COLONIA,GUSTAVO A. MADERO > GENERAL FELIPE BERRIOZABAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-076,GERTRUDIS SANCHEZ 1A SECCION,COLONIA,GUSTAVO A. MADERO > GERTRUDIS SANCHEZ 1A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-077,GERTRUDIS SANCHEZ 2A SECCION,COLONIA,GUSTAVO A. MADERO > GERTRUDIS SANCHEZ 2A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-078,GERTRUDIS SANCHEZ 3A SECCION,COLONIA,GUSTAVO A. MADERO > GERTRUDIS SANCHEZ 3A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-079,GRANJAS MODERNAS,COLONIA,GUSTAVO A. MADERO > GRANJAS MODERNAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-080,GUADALUPE INSURGENTES,COLONIA,GUSTAVO A. MADERO > GUADALUPE INSURGENTES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-081,GUADALUPE PROLETARIA,COLONIA,GUSTAVO A. MADERO > GUADALUPE PROLETARIA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-082,GUADALUPE TEPEYAC,COLONIA,GUSTAVO A. MADERO > GUADALUPE TEPEYAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-083,GUADALUPE VICTORIA,COLONIA,GUSTAVO A. MADERO > GUADALUPE VICTORIA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-084,GUADALUPE VICTORIA CUAUTEPEC,COLONIA,GUSTAVO A. MADERO > GUADALUPE VICTORIA CUAUTEPEC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-085,HEROE DE NACOZARI,COLONIA,GUSTAVO A. MADERO > HEROE DE NACOZARI (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-086,HEROES DE CERRO PRIETO,COLONIA,GUSTAVO A. MADERO > HEROES DE CERRO PRIETO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-087,HEROES DE CHAPULTEPEC,COLONIA,GUSTAVO A. MADERO > HEROES DE CHAPULTEPEC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-088,INDECO,COLONIA,GUSTAVO A. MADERO > INDECO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-089,INDUSTRIAL,COLONIA,GUSTAVO A. MADERO > INDUSTRIAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-090,JORGE NEGRETE,COLONIA,GUSTAVO A. MADERO > JORGE NEGRETE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-091,JUAN GONZALEZ ROMERO,COLONIA,GUSTAVO A. MADERO > JUAN GONZALEZ ROMERO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-092,JUVENTINO ROSAS,COLONIA,GUSTAVO A. MADERO > JUVENTINO ROSAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-093,LA CASILDA,COLONIA,GUSTAVO A. MADERO > LA CASILDA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-094,LA CRUZ,COLONIA,GUSTAVO A. MADERO > LA CRUZ (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-095,LA ESMERALDA,COLONIA,GUSTAVO A. MADERO > LA ESMERALDA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-096,LA JOYA,COLONIA,GUSTAVO A. MADERO > LA JOYA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-097,LA JOYITA,COLONIA,GUSTAVO A. MADERO > LA JOYITA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-098,LA LENGUETA,COLONIA,GUSTAVO A. MADERO > LA LENGUETA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-099,LA MALINCHE,COLONIA,GUSTAVO A. MADERO > LA MALINCHE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-100,LA PASTORA,COLONIA,GUSTAVO A. MADERO > LA PASTORA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-101,LA PRADERA,COLONIA,GUSTAVO A. MADERO > LA PRADERA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-102,LI LEGISLATURA,COLONIA,GUSTAVO A. MADERO > LI LEGISLATURA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-103,LINDAVISTA NORTE,COLONIA,GUSTAVO A. MADERO > LINDAVISTA NORTE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-104,LINDAVISTA SUR,COLONIA,GUSTAVO A. MADERO > LINDAVISTA SUR (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-105,LINDAVISTA VALLEJO 1A SECCION,COLONIA,GUSTAVO A. MADERO > LINDAVISTA VALLEJO 1A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-106,LINDAVISTA VALLEJO 2A SECCION,COLONIA,GUSTAVO A. MADERO > LINDAVISTA VALLEJO 2A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-107,LINDAVISTA VALLEJO 3A SECCION,COLONIA,GUSTAVO A. MADERO > LINDAVISTA VALLEJO 3A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-108,LOMA LA PALMA,COLONIA,GUSTAVO A. MADERO > LOMA LA PALMA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-109,LOMAS DE CUAUTEPEC,COLONIA,GUSTAVO A. MADERO > LOMAS DE CUAUTEPEC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-110,LUIS DONALDO COLOSIO,COLONIA,GUSTAVO A. MADERO > LUIS DONALDO COLOSIO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-111,MAGDALENA DE LAS SALINAS,COLONIA,GUSTAVO A. MADERO > MAGDALENA DE LAS SALINAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-112,MALACATES,COLONIA,GUSTAVO A. MADERO > MALACATES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-113,MARTIN CARRERA,COLONIA,GUSTAVO A. MADERO > MARTIN CARRERA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-114,MARTIRES DE RIO BLANCO,COLONIA,GUSTAVO A. MADERO > MARTIRES DE RIO BLANCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-115,MAXIMINO AVILA CAMACHO,COLONIA,GUSTAVO A. MADERO > MAXIMINO AVILA CAMACHO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-116,MONTEVIDEO,COLONIA,GUSTAVO A. MADERO > MONTEVIDEO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-117,NARCISO BASSOLS,COLONIA,GUSTAVO A. MADERO > NARCISO BASSOLS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-118,NUEVA ATZACOALCO,COLONIA,GUSTAVO A. MADERO > NUEVA ATZACOALCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-119,NUEVA INDUSTRIAL VALLEJO,COLONIA,GUSTAVO A. MADERO > NUEVA INDUSTRIAL VALLEJO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-120,NUEVA TENOCHTITLAN,COLONIA,GUSTAVO A. MADERO > NUEVA TENOCHTITLAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-121,NUEVA VALLEJO,COLONIA,GUSTAVO A. MADERO > NUEVA VALLEJO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-122,PALMATITLA,COLONIA,GUSTAVO A. MADERO > PALMATITLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-123,PANAMERICANA,COLONIA,GUSTAVO A. MADERO > PANAMERICANA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-124,PARQUE METROPOLITANO,COLONIA,GUSTAVO A. MADERO > PARQUE METROPOLITANO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-125,PLANETARIO LINDAVISTA,COLONIA,GUSTAVO A. MADERO > PLANETARIO LINDAVISTA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-126,PRADERA 2A SECCION,COLONIA,GUSTAVO A. MADERO > PRADERA 2A SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-127,PRADOS DE CUAUTEPEC,COLONIA,GUSTAVO A. MADERO > PRADOS DE CUAUTEPEC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-128,PROGRESO NACIONAL,COLONIA,GUSTAVO A. MADERO > PROGRESO NACIONAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-129,PROVIDENCIA,COLONIA,GUSTAVO A. MADERO > PROVIDENCIA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-130,PUEBLO DE SANTIAGO ATZACOALCO,PUEBLOS Y BARRIOS ORIGINARIOS,GUSTAVO A. MADERO > PUEBLO DE SANTIAGO ATZACOALCO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-131,PUEBLO SAN JUAN DE ARAGON,PUEBLOS Y BARRIOS ORIGINARIOS,GUSTAVO A. MADERO > PUEBLO SAN JUAN DE ARAGON (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-132,RESIDENCIAL ACUEDUCTO DE GUADALUPE,COLONIA,GUSTAVO A. MADERO > RESIDENCIAL ACUEDUCTO DE GUADALUPE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-133,RESIDENCIAL LA ESCALERA,COLONIA,GUSTAVO A. MADERO > RESIDENCIAL LA ESCALERA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-134,RESIDENCIAL ZACATENCO,COLONIA,GUSTAVO A. MADERO > RESIDENCIAL ZACATENCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-135,ROSAS DEL TEPEYAC,COLONIA,GUSTAVO A. MADERO > ROSAS DEL TEPEYAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-136,SALVADOR DIAZ MIRON,COLONIA,GUSTAVO A. MADERO > SALVADOR DIAZ MIRON (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-137,SAN ANTONIO,COLONIA,GUSTAVO A. MADERO > SAN ANTONIO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-138,SAN BARTOLO ATEPEHUACAN,COLONIA,GUSTAVO A. MADERO > SAN BARTOLO ATEPEHUACAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-139,SAN FELIPE DE JESUS,COLONIA,GUSTAVO A. MADERO > SAN FELIPE DE JESUS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-140,SAN JOSE DE LA ESCALERA,COLONIA,GUSTAVO A. MADERO > SAN JOSE DE LA ESCALERA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-141,SAN JOSE TICOMAN,COLONIA,GUSTAVO A. MADERO > SAN JOSE TICOMAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-142,SAN JUAN DE ARAGON,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-143,SAN JUAN DE ARAGON I SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON I SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-144,SAN JUAN DE ARAGON II SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON II SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-145,SAN JUAN DE ARAGON III SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON III SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-146,SAN JUAN DE ARAGON IV SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON IV SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-147,SAN JUAN DE ARAGON V SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON V SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-148,SAN JUAN DE ARAGON VI SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON VI SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-149,SAN JUAN DE ARAGON VII SECCION,COLONIA,GUSTAVO A. MADERO > SAN JUAN DE ARAGON VII SECCION (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-150,SAN MIGUEL,COLONIA,GUSTAVO A. MADERO > SAN MIGUEL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-151,SAN PEDRO EL CHICO,COLONIA,GUSTAVO A. MADERO > SAN PEDRO EL CHICO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-152,SAN PEDRO ZACATENCO,COLONIA,GUSTAVO A. MADERO > SAN PEDRO ZACATENCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-153,SANTA ISABEL TOLA,COLONIA,GUSTAVO A. MADERO > SANTA ISABEL TOLA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-154,SANTA MARIA TICOMAN,COLONIA,GUSTAVO A. MADERO > SANTA MARIA TICOMAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-155,SANTA ROSA,COLONIA,GUSTAVO A. MADERO > SANTA ROSA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-156,SANTIAGO ATEPETLAC,COLONIA,GUSTAVO A. MADERO > SANTIAGO ATEPETLAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-157,SIETE MARAVILLAS,COLONIA,GUSTAVO A. MADERO > SIETE MARAVILLAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-158,SOLIDARIDAD NACIONAL,COLONIA,GUSTAVO A. MADERO > SOLIDARIDAD NACIONAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-159,TABLAS DE SAN AGUSTIN,COLONIA,GUSTAVO A. MADERO > TABLAS DE SAN AGUSTIN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-160,TEPETATES,COLONIA,GUSTAVO A. MADERO > TEPETATES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-161,TEPEYAC INSURGENTES,COLONIA,GUSTAVO A. MADERO > TEPEYAC INSURGENTES (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-162,TLACAELEL,COLONIA,GUSTAVO A. MADERO > TLACAELEL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-163,TLACAMACA,COLONIA,GUSTAVO A. MADERO > TLACAMACA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-164,TLALPEXCO,COLONIA,GUSTAVO A. MADERO > TLALPEXCO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-165,TORRES LINDAVISTA,COLONIA,GUSTAVO A. MADERO > TORRES LINDAVISTA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-166,TRES ESTRELLAS,COLONIA,GUSTAVO A. MADERO > TRES ESTRELLAS (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-167,TRIUNFO DE LA REPUBLICA,COLONIA,GUSTAVO A. MADERO > TRIUNFO DE LA REPUBLICA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-168,U.HABIT. CUCHILLA DEL TESORO,COLONIA,GUSTAVO A. MADERO > U.HABIT. CUCHILLA DEL TESORO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-169,VALLE DE MADERO,COLONIA,GUSTAVO A. MADERO > VALLE DE MADERO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-170,VALLE DEL TEPEYAC,COLONIA,GUSTAVO A. MADERO > VALLE DEL TEPEYAC (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-171,VALLEJO,COLONIA,GUSTAVO A. MADERO > VALLEJO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-172,VALLEJO PONIENTE,COLONIA,GUSTAVO A. MADERO > VALLEJO PONIENTE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-173,VASCO DE QUIROGA,COLONIA,GUSTAVO A. MADERO > VASCO DE QUIROGA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-174,VILLA DE ARAGON,COLONIA,GUSTAVO A. MADERO > VILLA DE ARAGON (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-175,VILLA GUSTAVO A MADERO,COLONIA,GUSTAVO A. MADERO > VILLA GUSTAVO A MADERO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-176,VILLA HERMOSA,COLONIA,GUSTAVO A. MADERO > VILLA HERMOSA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-177,VISTA HERMOSA,COLONIA,GUSTAVO A. MADERO > VISTA HERMOSA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-178,ZONA ESCOLAR,COLONIA,GUSTAVO A. MADERO > ZONA ESCOLAR (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,005,GUSTAVO A. MADERO,005-179,ZONA ESCOLAR ORIENTE,COLONIA,GUSTAVO A. MADERO > ZONA ESCOLAR ORIENTE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-001,AGRICOLA ORIENTAL,COLONIA,IZTACALCO > AGRICOLA ORIENTAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-002,AGRICOLA PANTITLAN,COLONIA,IZTACALCO > AGRICOLA PANTITLAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-003,AMPLIACION GABRIEL RAMOS MILLAN,COLONIA,IZTACALCO > AMPLIACION GABRIEL RAMOS MILLAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-004,BARRIO LA ASUNCION,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO LA ASUNCION (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-005,BARRIO LOS REYES,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO LOS REYES (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-006,BARRIO SAN FRANCISCO XICALTONGO,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SAN FRANCISCO XICALTONGO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-007,BARRIO SAN MIGUEL,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SAN MIGUEL (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-008,BARRIO SAN PEDRO,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SAN PEDRO (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-009,BARRIO SANTA CRUZ,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SANTA CRUZ (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-010,BARRIO SANTIAGO NORTE,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SANTIAGO NORTE (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-011,BARRIO SANTIAGO SUR,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO SANTIAGO SUR (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-012,BARRIO ZAPOTLA,PUEBLOS Y BARRIOS ORIGINARIOS,IZTACALCO > BARRIO ZAPOTLA (PUEBLOS Y BARRIOS ORIGINARIOS),False,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-013,CAMPAMENTO 2 DE OCTUBRE,COLONIA,IZTACALCO > CAMPAMENTO 2 DE OCTUBRE (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-014,CARLOS ZAPATA VELA,COLONIA,IZTACALCO > CARLOS ZAPATA VELA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-015,CUCHILLA AGRICOLA ORIENTAL,COLONIA,IZTACALCO > CUCHILLA AGRICOLA ORIENTAL (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-016,EL RODEO,COLONIA,IZTACALCO > EL RODEO (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-017,EX-EJIDO LA MAGDALENA MIXHUCA,COLONIA,IZTACALCO > EX-EJIDO LA MAGDALENA MIXHUCA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-018,FRACCIONAMIENTO COYUYA,COLONIA,IZTACALCO > FRACCIONAMIENTO COYUYA (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-019,GABRIEL RAMOS MILLAN,COLONIA,IZTACALCO > GABRIEL RAMOS MILLAN (COLONIA),True,False,Polygon,2026-07-05
09,CIUDAD DE MÉXICO,006,IZTACALCO,006-020,GABRIEL RAMOS MILLAN SECC TLACOTAL,COLONIA,IZTACALCO > GABRIEL RAMOS MILLAN SECC TLACOTAL (COLONIA),True,False,Polygon,2026-07-05
