variable,coeficiente,exp_coef_IRR,p_value,IC_95_low,IC_95_high,significativo
const,-4.261276105237265,0.014104292359899875,0.0,-4.363028755022557,-4.159523455451972,True
inc_otro,-0.4002337891335685,0.6701633508103972,3.4302132588918677e-05,-0.5895827751990484,-0.21088480306808857,True
inc_falta_de_agua,0.04419019943105998,1.0451811288405584,0.4711560815028556,-0.07600308793192308,0.16438348679404302,False
inc_alumbrado,-0.21031898375558244,0.8103257239975385,0.14625122906367014,-0.4940393603685555,0.07340139285739061,False
inc_poda_/_retiro_arbol,0.23636094335623023,1.2666314098605502,0.18658072492253808,-0.11439031003019798,0.5871121967426585,False
inc_mantenimiento_vía_pú,-0.27246010273389776,0.7615038104893005,0.19383584847581858,-0.6834551180517054,0.13853491258390999,False
delitos_nocturnos,0.5974382528366575,1.8174569664916778,4.6957583031185984e-05,0.3097531877243737,0.8851233179489413,True
alpha,0.042922080512064885,1.043856554913434,0.004522607553892212,0.01329205075779634,0.07255211026633343,True
