alcaldia_catalogo,colonia_catalogo,total_incidencias,total_delitos,total_alumbrado,total_delitos_nocturnos,out_iqr_total_incidencias,out_zscore_total_incidencias,out_iqr_total_delitos,out_zscore_total_delitos,out_iqr_total_alumbrado,out_zscore_total_alumbrado,out_iqr_total_delitos_nocturnos,out_zscore_total_delitos_nocturnos,anomaly_score,out_isoforest,out_iqr_any,out_zscore_any,outlier_consenso
Gustavo A. Madero,Capultitlan,6,78,0.0,16.0,False,False,False,False,False,False,False,False,0.2039212568711254,False,False,False,False
Gustavo A. Madero,Castillo Chico,12,11,2.0,5.0,False,False,False,False,False,False,False,False,0.18439145727212103,False,False,False,False
Gustavo A. Madero,Castillo Grande,10,19,2.0,7.0,False,False,False,False,False,False,False,False,0.19732355421987124,False,False,False,False
Gustavo A. Madero,Cerro Del Guerrero,4,28,1.0,9.0,False,False,False,False,False,False,False,False,0.21040542440460536,False,False,False,False
Gustavo A. Madero,Chalma De Guadalupe,54,202,15.0,41.0,False,False,False,False,True,False,False,False,-0.0052949269494810824,True,True,False,True
Gustavo A. Madero,Churubusco Tepeyac,4,20,0.0,8.0,False,False,False,False,False,False,False,False,0.22004608746161453,False,False,False,False
Gustavo A. Madero,Cocoyotes,6,37,3.0,14.0,False,False,False,False,False,False,False,False,0.18750265267984967,False,False,False,False
Gustavo A. Madero,Compositores Mexicanos,19,59,4.0,13.0,False,False,False,False,False,False,False,False,0.17102999124579288,False,False,False,False
Gustavo A. Madero,Constitucion De La Republica,16,130,2.0,34.0,False,False,False,False,False,False,False,False,0.16284272861070248,False,False,False,False
Gustavo A. Madero,Cuautepec Barrio Alto,11,97,0.0,30.0,False,False,False,False,False,False,False,False,0.1857579825213399,False,False,False,False
Gustavo A. Madero,Cuautepec De Madero,12,92,0.0,27.0,False,False,False,False,False,False,False,False,0.18996787005702426,False,False,False,False
Gustavo A. Madero,Cuchilla Del Tesoro,13,104,0.0,31.0,False,False,False,False,False,False,False,False,0.18164783487730246,False,False,False,False
Gustavo A. Madero,Cuchilla La Joya,2,24,0.0,6.0,False,False,False,False,False,False,False,False,0.22107711579663808,False,False,False,False
Gustavo A. Madero,D M Nacional,12,300,1.0,71.0,False,False,True,False,False,False,True,False,0.06761784249438085,False,True,False,False
Gustavo A. Madero,Defensores De La Republica,11,45,0.0,12.0,False,False,False,False,False,False,False,False,0.21792611438800835,False,False,False,False
Gustavo A. Madero,Del Bosque,6,23,2.0,5.0,False,False,False,False,False,False,False,False,0.19563815358396813,False,False,False,False
Gustavo A. Madero,Del Carmen,12,34,4.0,12.0,False,False,False,False,False,False,False,False,0.17643076221686171,False,False,False,False
Gustavo A. Madero,Del Obrero,4,30,0.0,5.0,False,False,False,False,False,False,False,False,0.21708381889073386,False,False,False,False
Gustavo A. Madero,Dinamita,2,10,0.0,3.0,False,False,False,False,False,False,False,False,0.20734980034656147,False,False,False,False
Gustavo A. Madero,El Arbolillo,2,7,1.0,4.0,False,False,False,False,False,False,False,False,0.19672571304342162,False,False,False,False
Gustavo A. Madero,El Coyol,16,75,1.0,26.0,False,False,False,False,False,False,False,False,0.19752172614020358,False,False,False,False
Gustavo A. Madero,El Olivo,1,32,0.0,9.0,False,False,False,False,False,False,False,False,0.21613452168190972,False,False,False,False
Gustavo A. Madero,El Tepetatal,5,17,1.0,5.0,False,False,False,False,False,False,False,False,0.20927463063104473,False,False,False,False
Gustavo A. Madero,Emiliano Zapata,13,34,4.0,6.0,False,False,False,False,False,False,False,False,0.16816094422799416,False,False,False,False
Gustavo A. Madero,Estanzuela,8,11,0.0,2.0,False,False,False,False,False,False,False,False,0.1993434704212,False,False,False,False
Gustavo A. Madero,Estrella,22,144,3.0,35.0,False,False,False,False,False,False,False,False,0.1498492428158681,False,False,False,False
Gustavo A. Madero,Ex Ejido San Juan De Aragon Sector 32,2,23,0.0,6.0,False,False,False,False,False,False,False,False,0.22093600957795861,False,False,False,False
Gustavo A. Madero,Ex Ejido San Juan De Aragon Sector 33,4,55,0.0,16.0,False,False,False,False,False,False,False,False,0.2126181565286756,False,False,False,False
Gustavo A. Madero,Ex Escuela De Tiro,27,10,21.0,4.0,False,False,False,False,True,False,False,False,-0.02366463560275056,True,True,False,True
Gustavo A. Madero,Faja De Oro,3,19,0.0,8.0,False,False,False,False,False,False,False,False,0.219351670498582,False,False,False,False
Gustavo A. Madero,Fernando Casas Aleman,1,8,0.0,4.0,False,False,False,False,False,False,False,False,0.2063611583803685,False,False,False,False
Gustavo A. Madero,Forestal,10,54,2.0,12.0,False,False,False,False,False,False,False,False,0.2011935249044282,False,False,False,False
Gustavo A. Madero,Forestal I,5,10,1.0,6.0,False,False,False,False,False,False,False,False,0.19976878476662785,False,False,False,False
Gustavo A. Madero,Forestal Ii,1,5,0.0,3.0,False,False,False,False,False,False,False,False,0.19967552911135739,False,False,False,False
Gustavo A. Madero,Gabriel Hernandez,13,111,0.0,33.0,False,False,False,False,False,False,False,False,0.17160316079958432,False,False,False,False
Gustavo A. Madero,General Felipe Berriozabal,10,33,1.0,16.0,False,False,False,False,False,False,False,False,0.20715346904924925,False,False,False,False
Gustavo A. Madero,Gertrudis Sanchez 1A Seccion,12,33,6.0,14.0,False,False,False,False,True,False,False,False,0.14497998335489182,False,True,False,False
Gustavo A. Madero,Gertrudis Sanchez 2A Seccion,28,88,5.0,34.0,False,False,False,False,False,False,False,False,0.13620012388839126,False,False,False,False
Gustavo A. Madero,Gertrudis Sanchez 3A Seccion,18,84,5.0,28.0,False,False,False,False,False,False,False,False,0.15336278410521403,False,False,False,False
Gustavo A. Madero,Granjas Modernas,9,209,2.0,59.0,False,False,False,False,False,False,False,False,0.11973083108967442,False,False,False,False
Gustavo A. Madero,Guadalupe Insurgentes,16,61,1.0,18.0,False,False,False,False,False,False,False,False,0.20606789590336455,False,False,False,False
Gustavo A. Madero,Guadalupe Proletaria,7,65,1.0,18.0,False,False,False,False,False,False,False,False,0.2057982417131035,False,False,False,False
Gustavo A. Madero,Guadalupe Tepeyac,82,380,7.0,107.0,True,False,True,False,True,False,True,False,0.001377183871712373,False,True,False,False
Gustavo A. Madero,Guadalupe Victoria,18,41,1.0,7.0,False,False,False,False,False,False,False,False,0.20795183122239347,False,False,False,False
Gustavo A. Madero,Guadalupe Victoria Cuautepec,3,18,1.0,4.0,False,False,False,False,False,False,False,False,0.20841093997777388,False,False,False,False
Gustavo A. Madero,Heroe De Nacozari,2,25,0.0,8.0,False,False,False,False,False,False,False,False,0.2201023718637004,False,False,False,False
Gustavo A. Madero,Heroes De Cerro Prieto,4,29,0.0,6.0,False,False,False,False,False,False,False,False,0.21883217793021187,False,False,False,False
Gustavo A. Madero,Heroes De Chapultepec,9,19,0.0,5.0,False,False,False,False,False,False,False,False,0.21674314704325576,False,False,False,False
Gustavo A. Madero,Indeco,3,9,0.0,4.0,False,False,False,False,False,False,False,False,0.21071202759050994,False,False,False,False
Gustavo A. Madero,Industrial,69,308,9.0,81.0,True,False,True,False,True,False,True,False,0.019947330472616098,False,True,False,False
Gustavo A. Madero,Jorge Negrete,57,135,12.0,40.0,False,False,False,False,True,False,False,False,0.02634582496818061,False,True,False,False
Gustavo A. Madero,Juan Gonzalez Romero,12,74,1.0,21.0,False,False,False,False,False,False,False,False,0.20192828869649315,False,False,False,False
Gustavo A. Madero,Juventino Rosas,1,6,0.0,1.0,False,False,False,False,False,False,False,False,0.19233319348893835,False,False,False,False
Gustavo A. Madero,La Casilda,5,37,1.0,9.0,False,False,False,False,False,False,False,False,0.21382756118665264,False,False,False,False
Gustavo A. Madero,La Cruz,1,22,0.0,5.0,False,False,False,False,False,False,False,False,0.21798334068717273,False,False,False,False
Gustavo A. Madero,La Esmeralda,8,75,0.0,18.0,False,False,False,False,False,False,False,False,0.20618149153498788,False,False,False,False
Gustavo A. Madero,La Joya,4,60,0.0,15.0,False,False,False,False,False,False,False,False,0.21170683622727365,False,False,False,False
Gustavo A. Madero,La Joyita,5,30,0.0,7.0,False,False,False,False,False,False,False,False,0.21861879343998408,False,False,False,False
Gustavo A. Madero,La Lengueta,3,27,0.0,15.0,False,False,False,False,False,False,False,False,0.20723406326310928,False,False,False,False
Gustavo A. Madero,La Malinche,40,38,0.0,16.0,False,False,False,False,False,False,False,False,0.19228431708116078,False,False,False,False
Gustavo A. Madero,La Pastora,27,64,1.0,18.0,False,False,False,False,False,False,False,False,0.1981160890871304,False,False,False,False
Gustavo A. Madero,La Pradera,22,90,0.0,21.0,False,False,False,False,False,False,False,False,0.18849355160932507,False,False,False,False
Gustavo A. Madero,Li Legislatura,1,3,0.0,2.0,False,False,False,False,False,False,False,False,0.18963433386850959,False,False,False,False
Gustavo A. Madero,Lindavista Norte,42,193,6.0,57.0,False,False,False,False,True,False,False,False,0.09914856663723265,False,True,False,False
Gustavo A. Madero,Lindavista Sur,50,251,6.0,64.0,False,False,True,False,True,False,True,False,0.0739682076141645,False,True,False,False
Gustavo A. Madero,Lindavista Vallejo 1A Seccion,2,16,0.0,6.0,False,False,False,False,False,False,False,False,0.21869651596459472,False,False,False,False
Gustavo A. Madero,Lindavista Vallejo 2A Seccion,9,23,0.0,5.0,False,False,False,False,False,False,False,False,0.2181239341932908,False,False,False,False
Gustavo A. Madero,Lindavista Vallejo 3A Seccion,4,18,0.0,4.0,False,False,False,False,False,False,False,False,0.2176507984493008,False,False,False,False
Gustavo A. Madero,Loma La Palma,32,123,2.0,38.0,False,False,False,False,False,False,False,False,0.15900275924269092,False,False,False,False
Gustavo A. Madero,Lomas De Cuautepec,12,53,4.0,16.0,False,False,False,False,False,False,False,False,0.1722374530102161,False,False,False,False
Gustavo A. Madero,Luis Donaldo Colosio,2,13,1.0,3.0,False,False,False,False,False,False,False,False,0.19917796200473498,False,False,False,False
Gustavo A. Madero,Magdalena De Las Salinas,31,444,2.0,99.0,False,False,True,False,False,False,True,False,0.002166565587909286,False,True,False,False
Gustavo A. Madero,Malacates,16,47,9.0,17.0,False,False,False,False,True,False,False,False,0.09385003226476363,False,True,False,False
Gustavo A. Madero,Martin Carrera,21,204,2.0,66.0,False,False,False,False,False,False,True,False,0.11691372442710551,False,True,False,False
Gustavo A. Madero,Martires De Rio Blanco,19,71,4.0,25.0,False,False,False,False,False,False,False,False,0.16211431009056015,False,False,False,False
Gustavo A. Madero,Maximino Avila Camacho,4,37,0.0,14.0,False,False,False,False,False,False,False,False,0.21417371692172754,False,False,False,False
Gustavo A. Madero,Narciso Bassols,5,27,0.0,8.0,False,False,False,False,False,False,False,False,0.21986143706955918,False,False,False,False
Gustavo A. Madero,Nueva Atzacoalco,62,286,3.0,83.0,True,False,True,False,False,False,True,False,0.059123043716659884,False,True,False,False
Gustavo A. Madero,Nueva Industrial Vallejo,48,217,4.0,54.0,False,False,True,False,False,False,False,False,0.10552533124131852,False,True,False,False
Gustavo A. Madero,Nueva Tenochtitlan,177,132,15.0,43.0,True,False,False,False,True,False,False,False,-0.04553782756957714,True,True,False,True
Gustavo A. Madero,Nueva Vallejo,106,213,44.0,44.0,True,False,False,False,True,True,False,False,-0.13031864427261197,True,True,True,True
Gustavo A. Madero,Palmatitla,18,57,0.0,17.0,False,False,False,False,False,False,False,False,0.2090994053735291,False,False,False,False
Gustavo A. Madero,Panamericana,3,36,1.0,7.0,False,False,False,False,False,False,False,False,0.21399355861223607,False,False,False,False
Gustavo A. Madero,Parque Metropolitano,1,1,1.0,0.0,False,False,False,False,False,False,False,False,0.15234829426640517,False,False,False,False
Gustavo A. Madero,Planetario Lindavista,4,15,1.0,4.0,False,False,False,False,False,False,False,False,0.20811074462879953,False,False,False,False
Gustavo A. Madero,Pradera 2A Seccion,14,45,0.0,14.0,False,False,False,False,False,False,False,False,0.21319605068020536,False,False,False,False
Gustavo A. Madero,Progreso Nacional,54,117,2.0,39.0,False,False,False,False,False,False,False,False,0.1485324585578156,False,False,False,False
Gustavo A. Madero,Providencia,44,243,6.0,74.0,False,False,True,False,True,False,True,False,0.0701378522145773,False,True,False,False
Gustavo A. Madero,Pueblo De Santiago Atzacoalco,12,108,0.0,32.0,False,False,False,False,False,False,False,False,0.17392823093178167,False,False,False,False
Gustavo A. Madero,Pueblo San Juan De Aragon,16,217,3.0,70.0,False,False,True,False,False,False,True,False,0.10035059525074475,False,True,False,False
Gustavo A. Madero,Residencial Acueducto De Guadalupe,5,58,2.0,19.0,False,False,False,False,False,False,False,False,0.19682415577956508,False,False,False,False
Gustavo A. Madero,Residencial La Escalera,6,54,0.0,12.0,False,False,False,False,False,False,False,False,0.21328672275588445,False,False,False,False
Gustavo A. Madero,Residencial Zacatenco,34,140,8.0,29.0,False,False,False,False,True,False,False,False,0.10476411636434663,False,True,False,False
Gustavo A. Madero,Rosas Del Tepeyac,1,15,0.0,4.0,False,False,False,False,False,False,False,False,0.21488021266712798,False,False,False,False
Gustavo A. Madero,Salvador Diaz Miron,5,74,0.0,26.0,False,False,False,False,False,False,False,False,0.19408421308535817,False,False,False,False
Gustavo A. Madero,San Antonio,1,8,1.0,2.0,False,False,False,False,False,False,False,False,0.18800846792932818,False,False,False,False
Gustavo A. Madero,San Bartolo Atepehuacan,33,108,0.0,29.0,False,False,False,False,False,False,False,False,0.17118176471595425,False,False,False,False
Gustavo A. Madero,San Felipe De Jesus,52,415,13.0,125.0,False,False,True,False,True,False,True,False,-0.053468726441774916,True,True,False,True
Gustavo A. Madero,San Jose De La Escalera,8,55,0.0,17.0,False,False,False,False,False,False,False,False,0.21253026849543055,False,False,False,False
Gustavo A. Madero,San Jose Ticoman,22,29,0.0,12.0,False,False,False,False,False,False,False,False,0.2036165017549405,False,False,False,False
Gustavo A. Madero,San Juan De Aragon,14,38,0.0,9.0,False,False,False,False,False,False,False,False,0.2160548352411123,False,False,False,False
Gustavo A. Madero,San Juan De Aragon I Seccion,40,206,8.0,61.0,False,False,False,False,True,False,False,False,0.08115052935729467,False,True,False,False
Gustavo A. Madero,San Juan De Aragon Ii Seccion,50,131,3.0,33.0,False,False,False,False,False,False,False,False,0.14729065303443478,False,False,False,False
Gustavo A. Madero,San Juan De Aragon Iii Seccion,19,137,2.0,39.0,False,False,False,False,False,False,False,False,0.1569587037926865,False,False,False,False
Gustavo A. Madero,San Juan De Aragon Iv Seccion,10,63,2.0,17.0,False,False,False,False,False,False,False,False,0.1974964531829651,False,False,False,False
Gustavo A. Madero,San Juan De Aragon V Seccion,13,92,2.0,22.0,False,False,False,False,False,False,False,False,0.1872251572998505,False,False,False,False
Gustavo A. Madero,San Juan De Aragon Vi Seccion,45,107,7.0,27.0,False,False,False,False,True,False,False,False,0.11658121745801803,False,True,False,False
Gustavo A. Madero,San Juan De Aragon Vii Seccion,18,172,0.0,46.0,False,False,False,False,False,False,False,False,0.1285466350726288,False,False,False,False
Gustavo A. Madero,San Miguel,3,6,0.0,3.0,False,False,False,False,False,False,False,False,0.20343246573752183,False,False,False,False
Gustavo A. Madero,San Pedro El Chico,18,51,1.0,14.0,False,False,False,False,False,False,False,False,0.20927451102161204,False,False,False,False
Gustavo A. Madero,San Pedro Zacatenco,15,53,3.0,15.0,False,False,False,False,False,False,False,False,0.18899642681729756,False,False,False,False
Gustavo A. Madero,Santa Isabel Tola,38,161,5.0,44.0,False,False,False,False,False,False,False,False,0.12426859744137786,False,False,False,False
Gustavo A. Madero,Santa Maria Ticoman,29,52,0.0,21.0,False,False,False,False,False,False,False,False,0.1947908946257993,False,False,False,False
Gustavo A. Madero,Santa Rosa,49,106,0.0,29.0,False,False,False,False,False,False,False,False,0.15730962751592292,False,False,False,False
Gustavo A. Madero,Santiago Atepetlac,10,19,0.0,1.0,False,False,False,False,False,False,False,False,0.19061594416659805,False,False,False,False
Gustavo A. Madero,Siete Maravillas,7,21,0.0,7.0,False,False,False,False,False,False,False,False,0.2186037132144975,False,False,False,False
Gustavo A. Madero,Solidaridad Nacional,4,27,0.0,7.0,False,False,False,False,False,False,False,False,0.2200756608299949,False,False,False,False
Gustavo A. Madero,Tablas De San Agustin,20,62,0.0,11.0,False,False,False,False,False,False,False,False,0.20150336589626716,False,False,False,False
Gustavo A. Madero,Tepetates,3,4,0.0,1.0,False,False,False,False,False,False,False,False,0.19174826078008989,False,False,False,False
Gustavo A. Madero,Tepeyac Insurgentes,28,173,7.0,38.0,False,False,False,False,True,False,False,False,0.10546659534982822,False,True,False,False
Gustavo A. Madero,Tlacaelel,10,15,1.0,3.0,False,False,False,False,False,False,False,False,0.19616537539010398,False,False,False,False
Gustavo A. Madero,Tlacamaca,13,32,2.0,7.0,False,False,False,False,False,False,False,False,0.19998086919457986,False,False,False,False
Gustavo A. Madero,Tlalpexco,23,52,5.0,16.0,False,False,False,False,False,False,False,False,0.15600206365090807,False,False,False,False
Gustavo A. Madero,Torres Lindavista,17,24,0.0,8.0,False,False,False,False,False,False,False,False,0.2132950953080323,False,False,False,False
Gustavo A. Madero,Tres Estrellas,7,59,1.0,12.0,False,False,False,False,False,False,False,False,0.20777123511893547,False,False,False,False
Gustavo A. Madero,Triunfo De La Republica,7,24,0.0,9.0,False,False,False,False,False,False,False,False,0.21809561751585227,False,False,False,False
Gustavo A. Madero,U.Habit. Cuchilla Del Tesoro,1,3,0.0,2.0,False,False,False,False,False,False,False,False,0.18963433386850959,False,False,False,False
Gustavo A. Madero,Valle De Madero,7,44,1.0,13.0,False,False,False,False,False,False,False,False,0.2133749534411588,False,False,False,False
Gustavo A. Madero,Valle Del Tepeyac,15,23,2.0,5.0,False,False,False,False,False,False,False,False,0.19551141529037325,False,False,False,False
Gustavo A. Madero,Vallejo,42,325,6.0,80.0,False,False,True,False,True,False,True,False,0.042976808034450587,False,True,False,False
Gustavo A. Madero,Vallejo Poniente,28,44,0.0,23.0,False,False,False,False,False,False,False,False,0.18558810523762248,False,False,False,False
Gustavo A. Madero,Vasco De Quiroga,13,158,1.0,57.0,False,False,False,False,False,False,False,False,0.13505022290639873,False,False,False,False
Gustavo A. Madero,Villa De Aragon,32,60,7.0,14.0,False,False,False,False,True,False,False,False,0.13064834539450793,False,True,False,False
Gustavo A. Madero,Villa Gustavo A Madero,22,203,2.0,32.0,False,False,False,False,False,False,False,False,0.13130615271278745,False,False,False,False
Gustavo A. Madero,Villa Hermosa,2,11,0.0,5.0,False,False,False,False,False,False,False,False,0.21233751358640812,False,False,False,False
Gustavo A. Madero,Vista Hermosa,4,14,0.0,4.0,False,False,False,False,False,False,False,False,0.21720974315414293,False,False,False,False
Gustavo A. Madero,Zona Escolar,23,148,3.0,27.0,False,False,False,False,False,False,False,False,0.15318849797054856,False,False,False,False
Gustavo A. Madero,Zona Escolar Oriente,54,55,5.0,14.0,False,False,False,False,False,False,False,False,0.13559646664157876,False,False,False,False
Iztacalco,Agricola Oriental,578,1326,57.0,382.0,True,True,True,True,True,True,True,True,-0.2707139553761212,True,True,True,True
Iztacalco,Agricola Pantitlan,293,914,21.0,262.0,True,False,True,True,True,False,True,True,-0.20416110558875356,True,True,True,True
Iztacalco,Ampliacion Gabriel Ramos Millan,13,62,1.0,16.0,False,False,False,False,False,False,False,False,0.20739754966006946,False,False,False,False
Iztacalco,Barrio La Asuncion,20,42,3.0,14.0,False,False,False,False,False,False,False,False,0.18696108163754765,False,False,False,False
Iztacalco,Barrio Los Reyes,37,75,0.0,16.0,False,False,False,False,False,False,False,False,0.1912145295017197,False,False,False,False
Iztacalco,Barrio San Francisco Xicaltongo,19,32,11.0,12.0,False,False,False,False,True,False,False,False,0.06390490667608045,False,True,False,False
Iztacalco,Barrio San Miguel,51,59,3.0,20.0,False,False,False,False,False,False,False,False,0.16499751164085097,False,False,False,False
Iztacalco,Barrio San Pedro,18,87,5.0,23.0,False,False,False,False,False,False,False,False,0.1539967808942338,False,False,False,False
Iztacalco,Barrio Santa Cruz,13,18,2.0,7.0,False,False,False,False,False,False,False,False,0.19558430758770534,False,False,False,False
Iztacalco,Barrio Santiago Norte,60,43,44.0,10.0,True,False,False,False,True,True,False,False,-0.10810254939320996,True,True,True,True
Iztacalco,Barrio Santiago Sur,41,102,3.0,25.0,False,False,False,False,False,False,False,False,0.16441886329495053,False,False,False,False
Iztacalco,Barrio Zapotla,28,79,8.0,33.0,False,False,False,False,True,False,False,False,0.10608507148554364,False,True,False,False
Iztacalco,Campamento 2 De Octubre,79,282,6.0,96.0,True,False,True,False,True,False,True,False,0.023769376874537063,False,True,False,False
Iztacalco,Carlos Zapata Vela,27,129,2.0,41.0,False,False,False,False,False,False,False,False,0.15904080462210274,False,False,False,False
Iztacalco,Cuchilla Agricola Oriental,15,26,2.0,11.0,False,False,False,False,False,False,False,False,0.1968706375789132,False,False,False,False
Iztacalco,El Rodeo,37,58,8.0,15.0,False,False,False,False,True,False,False,False,0.11691284290821863,False,True,False,False
Iztacalco,Ex-Ejido La Magdalena Mixhuca,3,24,0.0,8.0,False,False,False,False,False,False,False,False,0.22095740632489602,False,False,False,False
Iztacalco,Fraccionamiento Coyuya,3,20,0.0,9.0,False,False,False,False,False,False,False,False,0.21789325727198822,False,False,False,False
Iztacalco,Gabriel Ramos Millan,66,159,11.0,50.0,True,False,False,False,True,False,False,False,0.036817566650091615,False,True,False,False
Iztacalco,Gabriel Ramos Millan Secc Tlacotal,48,97,0.0,34.0,False,False,False,False,False,False,False,False,0.15414051922342475,False,False,False,False
Iztacalco,Gabriel Ramos Millan Seccion Bramadero,69,377,8.0,103.0,True,False,True,False,True,False,True,False,0.001055489284493949,False,True,False,False
Iztacalco,Gabriel Ramos Millan Seccion Cuchilla,17,70,1.0,20.0,False,False,False,False,False,False,False,False,0.20127012185875998,False,False,False,False
Iztacalco,Granjas Mexico,112,647,9.0,214.0,True,False,True,True,True,False,True,True,-0.12279032538404222,True,True,True,True
Iztacalco,Infonavit Iztacalco,68,248,15.0,76.0,True,False,True,False,True,False,True,False,-0.019905581768306813,True,True,False,True
Iztacalco,Inpi Picos,4,38,0.0,10.0,False,False,False,False,False,False,False,False,0.22024618872558904,False,False,False,False
Iztacalco,Jardines Tecma,20,19,1.0,3.0,False,False,False,False,False,False,False,False,0.1898470464557464,False,False,False,False
Iztacalco,Juventino Rosas,83,204,4.0,67.0,True,False,False,False,False,False,True,False,0.082006079546737,False,True,False,False
Iztacalco,La Cruz,11,68,0.0,22.0,False,False,False,False,False,False,False,False,0.20371838752446925,False,False,False,False
Iztacalco,Los Picos De Iztacalco Seccion 1 A,14,45,3.0,12.0,False,False,False,False,False,False,False,False,0.19101516821625908,False,False,False,False
Iztacalco,Los Picos De Iztacalco Seccion 1 B,6,18,2.0,7.0,False,False,False,False,False,False,False,False,0.19564321564264608,False,False,False,False
Iztacalco,Los Picos De Iztacalco Seccion 2 A,12,12,2.0,4.0,False,False,False,False,False,False,False,False,0.18585255689414,False,False,False,False
Iztacalco,Militar Marte,26,74,3.0,18.0,False,False,False,False,False,False,False,False,0.17874222045799326,False,False,False,False
Iztacalco,Moderna,2,1,0.0,0.0,False,False,False,False,False,False,False,False,0.1659852634602249,False,False,False,False
Iztacalco,Nueva Santa Anita,11,41,4.0,14.0,False,False,False,False,False,False,False,False,0.17279534771003524,False,False,False,False
Iztacalco,Reforma Iztaccihuatl Norte,60,72,3.0,18.0,True,False,False,False,False,False,False,False,0.15630498236610707,False,True,False,False
Iztacalco,Reforma Iztaccihuatl Sur,13,48,1.0,14.0,False,False,False,False,False,False,False,False,0.21201582219402954,False,False,False,False
Iztacalco,Santa Anita,31,190,1.0,58.0,False,False,False,False,False,False,False,False,0.12652697613473207,False,False,False,False
Iztacalco,Tlazintla,29,55,2.0,13.0,False,False,False,False,False,False,False,False,0.1950693773578277,False,False,False,False
Iztacalco,Viaducto Piedad,73,195,11.0,66.0,True,False,False,False,True,False,True,False,0.03299247200674149,False,True,False,False
Iztapalapa,12 De Diciembre,8,27,0.0,7.0,False,False,False,False,False,False,False,False,0.21863336601173256,False,False,False,False
Iztapalapa,Agricola Oriental,2,3,0.0,2.0,False,False,False,False,False,False,False,False,0.19184677929122662,False,False,False,False
Iztapalapa,Agricola Pantitlan,1,3,0.0,1.0,False,False,False,False,False,False,False,False,0.18498858447158884,False,False,False,False
Iztapalapa,Albarrada,1,8,0.0,3.0,False,False,False,False,False,False,False,False,0.2027223129519753,False,False,False,False
Iztapalapa,Alvaro Obregon,22,71,0.0,19.0,False,False,False,False,False,False,False,False,0.2005585427302095,False,False,False,False
Iztapalapa,Ampliacion Bellavista,2,9,0.0,1.0,False,False,False,False,False,False,False,False,0.19529015423456858,False,False,False,False
Iztapalapa,Ampliacion El Santuario,4,50,1.0,14.0,False,False,False,False,False,False,False,False,0.21041196114549227,False,False,False,False
Iztapalapa,Ampliacion El Triunfo,131,34,0.0,14.0,True,False,False,False,False,False,False,False,0.13044121763108352,False,True,False,False
Iztapalapa,Ampliacion Emiliano Zapata,75,68,0.0,25.0,True,False,False,False,False,False,False,False,0.15658906482432577,False,True,False,False
Iztapalapa,Ampliacion Los Olivos,30,2,0.0,2.0,False,False,False,False,False,False,False,False,0.16269431603518603,False,False,False,False
Iztapalapa,Ampliacion Los Reyes,12,61,0.0,19.0,False,False,False,False,False,False,False,False,0.2115235111079991,False,False,False,False
Iztapalapa,Ampliacion Paraje San Juan,32,20,0.0,6.0,False,False,False,False,False,False,False,False,0.2019376754552602,False,False,False,False
Iztapalapa,Ampliacion Ricardo Flores Magon,9,29,0.0,10.0,False,False,False,False,False,False,False,False,0.21638511392121806,False,False,False,False
Iztapalapa,Ampliacion Santa Maria Aztahuacan,172,89,1.0,22.0,True,False,False,False,False,False,False,False,0.11205327744253474,False,True,False,False
Iztapalapa,Ampliacion Sinatel,18,34,0.0,9.0,False,False,False,False,False,False,False,False,0.2138699247569153,False,False,False,False
Iztapalapa,Ampliacion Veracruzana,18,8,0.0,3.0,False,False,False,False,False,False,False,False,0.1887276608775803,False,False,False,False
Iztapalapa,Apatlaco,181,102,1.0,28.0,True,False,False,False,False,False,False,False,0.10875829484699867,False,True,False,False
Iztapalapa,Año De Juarez,9,53,2.0,11.0,False,False,False,False,False,False,False,False,0.19922693561764354,False,False,False,False
Iztapalapa,Banjidal,15,34,0.0,12.0,False,False,False,False,False,False,False,False,0.21488791994668816,False,False,False,False
Iztapalapa,Barranca De Guadalupe,7,13,0.0,7.0,False,False,False,False,False,False,False,False,0.2108841872941798,False,False,False,False
Iztapalapa,Barrio Guadalupe,33,45,0.0,8.0,False,False,False,False,False,False,False,False,0.20133127775131143,False,False,False,False
Iztapalapa,Barrio La Asuncion,18,47,0.0,14.0,False,False,False,False,False,False,False,False,0.20994217312209723,False,False,False,False
Iztapalapa,Barrio San Antonio,167,135,1.0,46.0,True,False,False,False,False,False,False,False,0.0864734775437242,False,True,False,False
Iztapalapa,Barrio San Antonio Culhuacan,11,73,0.0,23.0,False,False,False,False,False,False,False,False,0.19986526170923274,False,False,False,False
Iztapalapa,Barrio San Ignacio,28,93,0.0,31.0,False,False,False,False,False,False,False,False,0.1778987615183723,False,False,False,False
Iztapalapa,Barrio San Jose,6,18,1.0,1.0,False,False,False,False,False,False,False,False,0.18810759891555873,False,False,False,False
Iztapalapa,Barrio San Lorenzo,35,47,1.0,18.0,False,False,False,False,False,False,False,False,0.19289001252731663,False,False,False,False
Iztapalapa,Barrio San Lucas,171,143,2.0,27.0,True,False,False,False,False,False,False,False,0.08443256153441808,False,True,False,False
Iztapalapa,Barrio San Miguel,68,264,1.0,80.0,True,False,True,False,False,False,True,False,0.06262070840391454,False,True,False,False
Iztapalapa,Barrio San Pablo,17,108,0.0,36.0,False,False,False,False,False,False,False,False,0.16327081097069057,False,False,False,False
Iztapalapa,Barrio San Pedro,23,80,3.0,27.0,False,False,False,False,False,False,False,False,0.17766121190049394,False,False,False,False
