alcaldia_catalogo,colonia_catalogo,total_incidencias,total_delitos,total_alumbrado,total_delitos_nocturnos,out_iqr_total_incidencias,out_zscore_total_incidencias,out_iqr_total_delitos,out_zscore_total_delitos,out_iqr_total_alumbrado,out_zscore_total_alumbrado,out_iqr_total_delitos_nocturnos,out_zscore_total_delitos_nocturnos,anomaly_score,out_isoforest,out_iqr_any,out_zscore_any,outlier_consenso
Iztapalapa,Santa Maria Del Monte,3,3,0.0,1.0,False,False,False,False,False,False,False,False,0.1866599855568385,False,False,False,False
Iztapalapa,Santa Martha Acatitla Norte,66,311,4.0,88.0,True,False,True,False,False,False,True,False,0.048246462036707016,False,True,False,False
Iztapalapa,Santa Martha Acatitla Sur,300,176,1.0,55.0,True,False,False,False,False,False,False,False,0.0335800690166278,False,True,False,False
Iztapalapa,Santiago Acahualtepec 1A Ampliaciën,98,62,0.0,15.0,True,False,False,False,False,False,False,False,0.14857146324952747,False,True,False,False
Iztapalapa,Santiago Acahualtepec 2A Ampliacion,118,197,2.0,62.0,True,False,False,False,False,False,True,False,0.08111378761225213,False,True,False,False
Iztapalapa,Sector Popular,81,121,1.0,26.0,True,False,False,False,False,False,False,False,0.14576010104872233,False,True,False,False
Iztapalapa,Sideral,447,14,0.0,7.0,True,False,False,False,False,False,False,False,0.008274182590862877,False,True,False,False
Iztapalapa,Sinatel,12,28,0.0,9.0,False,False,False,False,False,False,False,False,0.21475561544703292,False,False,False,False
Iztapalapa,Tenorios,731,89,0.0,27.0,True,True,False,False,False,False,False,False,-0.030121924668673583,True,True,True,True
Iztapalapa,Tepalcates,41,202,4.0,59.0,False,False,False,False,False,False,False,False,0.11134820981178806,False,False,False,False
Iztapalapa,Unidad Ejercito Constitucionalista,34,252,4.0,86.0,False,False,True,False,False,False,True,False,0.06542838930124029,False,True,False,False
Iztapalapa,Unidad Modelo,59,55,2.0,12.0,False,False,False,False,False,False,False,False,0.16807609353411318,False,False,False,False
Iztapalapa,Unidad Santa Cruz Meyehualco,335,316,2.0,81.0,True,False,True,False,False,False,True,False,-0.028620374901193735,True,True,False,True
Iztapalapa,Unidad Vicente Guerrero,269,399,9.0,113.0,True,False,True,False,True,False,True,False,-0.07514352885915976,True,True,False,True
Iztapalapa,Uscovi,12,10,1.0,4.0,False,False,False,False,False,False,False,False,0.19677771111742443,False,False,False,False
Iztapalapa,Valle De Luces,506,72,0.0,26.0,True,False,False,False,False,False,False,False,0.018161298564222772,False,True,False,False
Iztapalapa,Valle De San Lorenzo,40,140,2.0,45.0,False,False,False,False,False,False,False,False,0.14503254006470578,False,False,False,False
Iztapalapa,Valle Del Sur,50,54,5.0,24.0,False,False,False,False,False,False,False,False,0.1260836170207228,False,False,False,False
Iztapalapa,Xalpa,565,224,6.0,58.0,True,False,True,False,True,False,False,False,-0.05456165234117316,True,True,False,True
Iztapalapa,Zacahuitzco,11,36,0.0,11.0,False,False,False,False,False,False,False,False,0.21778796512420423,False,False,False,False
La Magdalena Contreras,Ampliacion Lomas De San Bernabe,1,51,0.0,11.0,False,False,False,False,False,False,False,False,0.21140174340532347,False,False,False,False
La Magdalena Contreras,Ampliacion Potrerillo,1,19,0.0,3.0,False,False,False,False,False,False,False,False,0.20831690048391083,False,False,False,False
La Magdalena Contreras,Barranca Seca,1,82,0.0,18.0,False,False,False,False,False,False,False,False,0.19309287323956326,False,False,False,False
La Magdalena Contreras,Barrio San Francisco,2,59,0.0,16.0,False,False,False,False,False,False,False,False,0.20727559089158593,False,False,False,False
La Magdalena Contreras,Barros Sierra,4,34,0.0,13.0,False,False,False,False,False,False,False,False,0.2152761772390171,False,False,False,False
La Magdalena Contreras,Cuauhtemoc,8,74,1.0,26.0,False,False,False,False,False,False,False,False,0.19697493526579224,False,False,False,False
La Magdalena Contreras,El Ermitaño,4,58,0.0,21.0,False,False,False,False,False,False,False,False,0.2060188632309113,False,False,False,False
La Magdalena Contreras,El Maestro,2,8,0.0,2.0,False,False,False,False,False,False,False,False,0.20332988876993302,False,False,False,False
La Magdalena Contreras,El Ocotal,8,55,0.0,18.0,False,False,False,False,False,False,False,False,0.2133283993003029,False,False,False,False
La Magdalena Contreras,El Rosal,6,82,1.0,26.0,False,False,False,False,False,False,False,False,0.1952880398631583,False,False,False,False
La Magdalena Contreras,El Tanque,11,74,1.0,30.0,False,False,False,False,False,False,False,False,0.19163983309279348,False,False,False,False
La Magdalena Contreras,El Toro,2,46,0.0,15.0,False,False,False,False,False,False,False,False,0.21207156108946779,False,False,False,False
La Magdalena Contreras,Heroes De Padierna,9,89,0.0,27.0,False,False,False,False,False,False,False,False,0.19043633149898587,False,False,False,False
La Magdalena Contreras,Huayatla,5,57,1.0,13.0,False,False,False,False,False,False,False,False,0.21003738676493794,False,False,False,False
La Magdalena Contreras,La Carbonera,1,53,0.0,17.0,False,False,False,False,False,False,False,False,0.2065627942480988,False,False,False,False
La Magdalena Contreras,La Concepcion,5,41,0.0,9.0,False,False,False,False,False,False,False,False,0.2186486901761862,False,False,False,False
La Magdalena Contreras,La Cruz,9,73,1.0,19.0,False,False,False,False,False,False,False,False,0.2056071257361457,False,False,False,False
La Magdalena Contreras,La Guadalupe,2,28,0.0,7.0,False,False,False,False,False,False,False,False,0.21830756371464444,False,False,False,False
La Magdalena Contreras,La Malinche,5,99,0.0,27.0,False,False,False,False,False,False,False,False,0.18370281528473686,False,False,False,False
La Magdalena Contreras,Las Cruces,15,101,1.0,37.0,False,False,False,False,False,False,False,False,0.16970951126049888,False,False,False,False
La Magdalena Contreras,Las Huertas,1,11,0.0,5.0,False,False,False,False,False,False,False,False,0.21087081401589786,False,False,False,False
La Magdalena Contreras,Lomas De San Bernabe,9,77,1.0,22.0,False,False,False,False,False,False,False,False,0.1996078361729765,False,False,False,False
La Magdalena Contreras,Lomas Quebradas,4,76,0.0,25.0,False,False,False,False,False,False,False,False,0.19417942408427002,False,False,False,False
La Magdalena Contreras,Los Padres,1,45,0.0,19.0,False,False,False,False,False,False,False,False,0.20506421843145994,False,False,False,False
La Magdalena Contreras,Palmas,1,15,1.0,6.0,False,False,False,False,False,False,False,False,0.20409260797770007,False,False,False,False
La Magdalena Contreras,Potrerillo,6,22,6.0,6.0,False,False,False,False,True,False,False,False,0.1296285515434128,False,True,False,False
La Magdalena Contreras,Progreso Tizapan,1,2,0.0,1.0,False,False,False,False,False,False,False,False,0.18230761780360222,False,False,False,False
La Magdalena Contreras,Pueblo La Magdalena,4,51,0.0,16.0,False,False,False,False,False,False,False,False,0.21290776065944994,False,False,False,False
La Magdalena Contreras,Pueblo Nuevo Alto,5,91,2.0,35.0,False,False,False,False,False,False,False,False,0.16099066407046747,False,False,False,False
La Magdalena Contreras,Pueblo Nuevo Bajo,1,45,0.0,10.0,False,False,False,False,False,False,False,False,0.21576770399193135,False,False,False,False
La Magdalena Contreras,Pueblo San Bernabe Ocotepec,11,153,2.0,42.0,False,False,False,False,False,False,False,False,0.14778715648984952,False,False,False,False
La Magdalena Contreras,Pueblo San Nicolas Totolapan,13,253,1.0,73.0,False,False,True,False,False,False,True,False,0.07924761003645642,False,True,False,False
La Magdalena Contreras,San Bartolo Ameyalco,4,31,0.0,16.0,False,False,False,False,False,False,False,False,0.20534514654512964,False,False,False,False
La Magdalena Contreras,San Francisco,5,14,0.0,5.0,False,False,False,False,False,False,False,False,0.21683756301739865,False,False,False,False
La Magdalena Contreras,San Jeronimo Aculco,6,113,0.0,27.0,False,False,False,False,False,False,False,False,0.17702153629918094,False,False,False,False
La Magdalena Contreras,San Jeronimo Lidice,37,300,1.0,90.0,False,False,True,False,False,False,True,False,0.045978348779699196,False,True,False,False
La Magdalena Contreras,Santa Teresa,5,52,0.0,13.0,False,False,False,False,False,False,False,False,0.21665172097491991,False,False,False,False
La Magdalena Contreras,Tierra Unida,3,24,1.0,7.0,False,False,False,False,False,False,False,False,0.2144222333582596,False,False,False,False
Miguel Hidalgo,10 De Abril,2,19,0.0,6.0,False,False,False,False,False,False,False,False,0.22047595014236443,False,False,False,False
Miguel Hidalgo,16 De Septiembre,1,31,0.0,12.0,False,False,False,False,False,False,False,False,0.21212720755791387,False,False,False,False
Miguel Hidalgo,5 De Mayo,3,31,2.0,7.0,False,False,False,False,False,False,False,False,0.19624485008235887,False,False,False,False
Miguel Hidalgo,Agricultura,10,85,1.0,30.0,False,False,False,False,False,False,False,False,0.19348885132413512,False,False,False,False
Miguel Hidalgo,Ahuehuetes Anahuac,2,30,0.0,10.0,False,False,False,False,False,False,False,False,0.2153865320584662,False,False,False,False
Miguel Hidalgo,America,2,77,0.0,21.0,False,False,False,False,False,False,False,False,0.19580113543667887,False,False,False,False
Miguel Hidalgo,Ampliacion Daniel Garza,6,107,0.0,27.0,False,False,False,False,False,False,False,False,0.17921584690949566,False,False,False,False
Miguel Hidalgo,Ampliacion Granada,18,164,2.0,31.0,False,False,False,False,False,False,False,False,0.1493620014684699,False,False,False,False
Miguel Hidalgo,Ampliacion Torre Blanca,3,42,0.0,11.0,False,False,False,False,False,False,False,False,0.2174500623372495,False,False,False,False
Miguel Hidalgo,Anahuac I Seccion,16,329,0.0,78.0,False,False,True,False,False,False,True,False,0.031594574728008196,False,True,False,False
Miguel Hidalgo,Anahuac Ii Seccion,18,302,2.0,94.0,False,False,True,False,False,False,True,False,0.040367487235625,False,True,False,False
Miguel Hidalgo,Anzures,21,303,1.0,54.0,False,False,True,False,False,False,False,False,0.08846174186233413,False,True,False,False
Miguel Hidalgo,Argentina Antigua,2,87,0.0,22.0,False,False,False,False,False,False,False,False,0.1918194925352068,False,False,False,False
Miguel Hidalgo,Argentina Poniente,9,120,0.0,32.0,False,False,False,False,False,False,False,False,0.1706983022837047,False,False,False,False
Miguel Hidalgo,Bosque De Chapultepec I Seccion,12,131,0.0,33.0,False,False,False,False,False,False,False,False,0.16076658350330392,False,False,False,False
Miguel Hidalgo,Bosque De Chapultepec Ii Seccion,4,41,0.0,6.0,False,False,False,False,False,False,False,False,0.2165279241384067,False,False,False,False
Miguel Hidalgo,Bosque De Las Lomas,20,113,0.0,22.0,False,False,False,False,False,False,False,False,0.17490409976260984,False,False,False,False
Miguel Hidalgo,Bosques De Las Lomas,5,4,0.0,0.0,False,False,False,False,False,False,False,False,0.17252883526617913,False,False,False,False
Miguel Hidalgo,Condesa,1,1,0.0,1.0,False,False,False,False,False,False,False,False,0.17754557073505328,False,False,False,False
Miguel Hidalgo,Cuauhtemoc Pensil,4,48,0.0,11.0,False,False,False,False,False,False,False,False,0.21637806920354713,False,False,False,False
Miguel Hidalgo,Daniel Garza,2,74,0.0,24.0,False,False,False,False,False,False,False,False,0.19131716108756014,False,False,False,False
Miguel Hidalgo,Escandon I Seccion,19,175,3.0,51.0,False,False,False,False,False,False,False,False,0.12715782135849096,False,False,False,False
Miguel Hidalgo,Escandon Ii Seccion,26,255,2.0,60.0,False,False,True,False,False,False,False,False,0.10607446871761822,False,True,False,False
Miguel Hidalgo,Francisco I Madero,6,20,1.0,9.0,False,False,False,False,False,False,False,False,0.2082523247875463,False,False,False,False
Miguel Hidalgo,Granada,25,368,0.0,86.0,False,False,True,False,False,False,True,False,0.016269468712978963,False,True,False,False
Miguel Hidalgo,Huichapan,5,43,0.0,13.0,False,False,False,False,False,False,False,False,0.21623178373087054,False,False,False,False
Miguel Hidalgo,Ignacio Manuel Altamirano,1,14,0.0,4.0,False,False,False,False,False,False,False,False,0.21468096886020266,False,False,False,False
Miguel Hidalgo,Irrigacion,30,165,1.0,31.0,False,False,False,False,False,False,False,False,0.149556275755103,False,False,False,False
Miguel Hidalgo,Lago Norte,2,15,0.0,6.0,False,False,False,False,False,False,False,False,0.217844024385687,False,False,False,False
Miguel Hidalgo,Lago Sur,1,16,0.0,3.0,False,False,False,False,False,False,False,False,0.20939202042267185,False,False,False,False
Miguel Hidalgo,Legaria,1,53,0.0,12.0,False,False,False,False,False,False,False,False,0.2103172523089088,False,False,False,False
Miguel Hidalgo,Loma Hermosa,6,66,0.0,17.0,False,False,False,False,False,False,False,False,0.2088380148582486,False,False,False,False
Miguel Hidalgo,Lomas Altas,10,38,0.0,7.0,False,False,False,False,False,False,False,False,0.21907317841649665,False,False,False,False
Miguel Hidalgo,Lomas De Bezares,3,24,0.0,7.0,False,False,False,False,False,False,False,False,0.22162859424482634,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec I Seccion,5,31,0.0,5.0,False,False,False,False,False,False,False,False,0.2163205281277898,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Ii Seccion,7,25,1.0,4.0,False,False,False,False,False,False,False,False,0.20936696521898207,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Iii Seccion,11,206,0.0,42.0,False,False,False,False,False,False,False,False,0.11767169277891626,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Iv Seccion,10,79,0.0,11.0,False,False,False,False,False,False,False,False,0.20166281733807517,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec V Seccion,15,76,2.0,12.0,False,False,False,False,False,False,False,False,0.19035764231604158,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Vi Seccion,8,44,0.0,5.0,False,False,False,False,False,False,False,False,0.21231327977713338,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Vii Seccion,2,16,0.0,1.0,False,False,False,False,False,False,False,False,0.1975589134514214,False,False,False,False
Miguel Hidalgo,Lomas De Chapultepec Viii Seccion,8,49,0.0,12.0,False,False,False,False,False,False,False,False,0.2161843666756983,False,False,False,False
Miguel Hidalgo,Lomas De Sotelo,3,46,0.0,12.0,False,False,False,False,False,False,False,False,0.21561751418946973,False,False,False,False
Miguel Hidalgo,Los Manzanos,5,82,1.0,25.0,False,False,False,False,False,False,False,False,0.19501949670753127,False,False,False,False
Miguel Hidalgo,Manuel Avila Camacho,1,29,0.0,14.0,False,False,False,False,False,False,False,False,0.2032299942039134,False,False,False,False
Miguel Hidalgo,Mariano Escobedo,4,31,0.0,7.0,False,False,False,False,False,False,False,False,0.2189858708058131,False,False,False,False
Miguel Hidalgo,Mexico Nuevo,2,57,0.0,13.0,False,False,False,False,False,False,False,False,0.21221349512726057,False,False,False,False
Miguel Hidalgo,Modelo Pensil,2,47,0.0,9.0,False,False,False,False,False,False,False,False,0.21530539645450164,False,False,False,False
Miguel Hidalgo,Molino Del Rey,3,22,0.0,3.0,False,False,False,False,False,False,False,False,0.2114267606550556,False,False,False,False
Miguel Hidalgo,Nextitla,4,29,0.0,7.0,False,False,False,False,False,False,False,False,0.2195886781640397,False,False,False,False
Miguel Hidalgo,Observatorio,5,115,0.0,21.0,False,False,False,False,False,False,False,False,0.17677241080945166,False,False,False,False
Miguel Hidalgo,Panteon Civil De Dolores,3,12,0.0,1.0,False,False,False,False,False,False,False,False,0.19625166639645775,False,False,False,False
Miguel Hidalgo,Pensil Norte,4,93,1.0,29.0,False,False,False,False,False,False,False,False,0.18750424425684692,False,False,False,False
Miguel Hidalgo,Pensil Sur,3,28,0.0,14.0,False,False,False,False,False,False,False,False,0.20682421244459376,False,False,False,False
Miguel Hidalgo,Periodista,5,96,1.0,25.0,False,False,False,False,False,False,False,False,0.19210476489801492,False,False,False,False
Miguel Hidalgo,Plutarco Elias Calles,3,22,1.0,4.0,False,False,False,False,False,False,False,False,0.21016794193814858,False,False,False,False
Miguel Hidalgo,Polanco I Seccion,8,121,0.0,27.0,False,False,False,False,False,False,False,False,0.17449665524819913,False,False,False,False
Miguel Hidalgo,Polanco Ii Seccion,32,134,2.0,32.0,False,False,False,False,False,False,False,False,0.16029273224730167,False,False,False,False
Miguel Hidalgo,Polanco Iii Seccion,17,173,1.0,52.0,False,False,False,False,False,False,False,False,0.1352787423832444,False,False,False,False
Miguel Hidalgo,Polanco Iv Seccion,20,210,2.0,41.0,False,False,False,False,False,False,False,False,0.12909322498774156,False,False,False,False
Miguel Hidalgo,Polanco V Seccion,33,409,2.0,94.0,False,False,True,False,False,False,True,False,0.016486868273820288,False,True,False,False
Miguel Hidalgo,Popo,5,27,0.0,13.0,False,False,False,False,False,False,False,False,0.20972696746208996,False,False,False,False
Miguel Hidalgo,Popotla,24,239,3.0,58.0,False,False,True,False,False,False,False,False,0.1093459523020992,False,True,False,False
Miguel Hidalgo,Real De Las Lomas,2,7,0.0,1.0,False,False,False,False,False,False,False,False,0.19447234321507084,False,False,False,False
Miguel Hidalgo,Reforma Pensil,5,58,1.0,15.0,False,False,False,False,False,False,False,False,0.2085033658373836,False,False,False,False
Miguel Hidalgo,Reforma Social,5,63,0.0,13.0,False,False,False,False,False,False,False,False,0.20902322528166256,False,False,False,False
Miguel Hidalgo,Residencial Militar,3,30,0.0,6.0,False,False,False,False,False,False,False,False,0.21870395938391718,False,False,False,False
Miguel Hidalgo,San Diego Ocoyoacac,22,81,6.0,29.0,False,False,False,False,True,False,False,False,0.13581841959258967,False,True,False,False
Miguel Hidalgo,San Joaquin,6,55,0.0,14.0,False,False,False,False,False,False,False,False,0.21490638798326844,False,False,False,False
Miguel Hidalgo,San Juanico,12,54,0.0,10.0,False,False,False,False,False,False,False,False,0.21293281445626316,False,False,False,False
Miguel Hidalgo,San Lorenzo Tlatenango,9,39,0.0,18.0,False,False,False,False,False,False,False,False,0.20986973857078395,False,False,False,False
Miguel Hidalgo,San Miguel Chapultepec I Seccion,27,229,5.0,47.0,False,False,True,False,False,False,False,False,0.09938348968621868,False,True,False,False
Miguel Hidalgo,San Miguel Chapultepec Ii Seccion,26,111,0.0,29.0,False,False,False,False,False,False,False,False,0.17366421804318177,False,False,False,False
Miguel Hidalgo,Tacuba,43,343,3.0,80.0,False,False,True,False,False,False,True,False,0.04484700874969405,False,True,False,False
Miguel Hidalgo,Tacubaya,17,343,5.0,83.0,False,False,True,False,False,False,True,False,0.026960661288081722,False,True,False,False
Miguel Hidalgo,Tlaxpana,12,149,2.0,39.0,False,False,False,False,False,False,False,False,0.15250602760388837,False,False,False,False
Miguel Hidalgo,Torre Blanca,8,90,2.0,27.0,False,False,False,False,False,False,False,False,0.18411146071292123,False,False,False,False
Miguel Hidalgo,Un Hogar Para Nosotros,5,38,1.0,8.0,False,False,False,False,False,False,False,False,0.21415233140471046,False,False,False,False
Miguel Hidalgo,Ventura Perez De Alva,9,35,0.0,14.0,False,False,False,False,False,False,False,False,0.2128420087185321,False,False,False,False
Miguel Hidalgo,Veronica Anzures,17,146,0.0,33.0,False,False,False,False,False,False,False,False,0.15304409891813042,False,False,False,False
Milpa Alta,Barrio Centro,10,26,1.0,5.0,False,False,False,False,False,False,False,False,0.20995159905432753,False,False,False,False
Milpa Alta,Barrio Chalmita,32,26,2.0,10.0,False,False,False,False,False,False,False,False,0.18589912879334786,False,False,False,False
Milpa Alta,Barrio Cruztitla,11,77,3.0,26.0,False,False,False,False,False,False,False,False,0.18015076785163664,False,False,False,False
Milpa Alta,Barrio La Concepcion,1,39,0.0,10.0,False,False,False,False,False,False,False,False,0.21496309841791894,False,False,False,False
Milpa Alta,Barrio La Lupita Teticpac,5,20,1.0,4.0,False,False,False,False,False,False,False,False,0.20862349908270134,False,False,False,False
Milpa Alta,Barrio La Lupita Xolco,3,4,0.0,0.0,False,False,False,False,False,False,False,False,0.176143003244414,False,False,False,False
Milpa Alta,Barrio La Luz,4,16,2.0,5.0,False,False,False,False,False,False,False,False,0.1947834192980979,False,False,False,False
Milpa Alta,Barrio Los Angeles,1,19,0.0,5.0,False,False,False,False,False,False,False,False,0.21729842088572687,False,False,False,False
Milpa Alta,Barrio Nochtla,6,18,3.0,6.0,False,False,False,False,False,False,False,False,0.18089689031131823,False,False,False,False
Milpa Alta,Barrio Ocotitla,21,23,2.0,4.0,False,False,False,False,False,False,False,False,0.18763784076648976,False,False,False,False
Milpa Alta,Barrio Panchimalco,9,27,1.0,8.0,False,False,False,False,False,False,False,False,0.2116959780529048,False,False,False,False
Milpa Alta,Barrio San Jose,5,27,0.0,5.0,False,False,False,False,False,False,False,False,0.2179834753913038,False,False,False,False
Milpa Alta,Barrio San Juan,1,21,0.0,7.0,False,False,False,False,False,False,False,False,0.21875481819500053,False,False,False,False
Milpa Alta,Barrio San Marcos,1,22,0.0,8.0,False,False,False,False,False,False,False,False,0.2177871435610363,False,False,False,False
Milpa Alta,Barrio San Mateo,8,41,1.0,14.0,False,False,False,False,False,False,False,False,0.21010750685824064,False,False,False,False
Milpa Alta,Barrio San Miguel,5,44,1.0,8.0,False,False,False,False,False,False,False,False,0.21157068378091876,False,False,False,False
Milpa Alta,Barrio San Miguel Pueblo Santa Ana Tlacotenco,3,6,0.0,1.0,False,False,False,False,False,False,False,False,0.1944448011475231,False,False,False,False
Milpa Alta,Barrio Santa Cruz,22,57,3.0,13.0,False,False,False,False,False,False,False,False,0.18517342396236464,False,False,False,False
Milpa Alta,Barrio Santa Martha,42,54,1.0,17.0,False,False,False,False,False,False,False,False,0.18584164222290595,False,False,False,False
Milpa Alta,Barrio Tecaxtitla,5,25,0.0,8.0,False,False,False,False,False,False,False,False,0.22103186180095802,False,False,False,False
Milpa Alta,Barrio Tenantitla,38,28,1.0,5.0,False,False,False,False,False,False,False,False,0.18584443072548623,False,False,False,False
Milpa Alta,Barrio Tula,5,17,1.0,8.0,False,False,False,False,False,False,False,False,0.20822482154281335,False,False,False,False
Milpa Alta,Barrio Xaltipac,4,23,1.0,8.0,False,False,False,False,False,False,False,False,0.2142243478127147,False,False,False,False
Milpa Alta,Barrio Xochitepetl,23,86,4.0,26.0,False,False,False,False,False,False,False,False,0.16434053087600675,False,False,False,False
Milpa Alta,La Conchita,23,23,19.0,10.0,False,False,False,False,True,False,False,False,-0.0135649979116238,True,True,False,True
Milpa Alta,Pueblo San Agustin Ohtenco,13,19,0.0,5.0,False,False,False,False,False,False,False,False,0.21395248498935232,False,False,False,False
Milpa Alta,Pueblo San Bartolome Xicomulco,93,49,11.0,13.0,True,False,False,False,True,False,False,False,0.023608553401041177,False,True,False,False
Milpa Alta,Pueblo San Francisco Tecoxpa,28,42,1.0,11.0,False,False,False,False,False,False,False,False,0.19959641036544956,False,False,False,False
Milpa Alta,Pueblo San Jeronimo Miacatlan,12,30,0.0,11.0,False,False,False,False,False,False,False,False,0.21239277191568362,False,False,False,False
Milpa Alta,Pueblo San Juan Tepenahuac,4,30,0.0,9.0,False,False,False,False,False,False,False,False,0.217972837062811,False,False,False,False
Milpa Alta,Pueblo San Lorenzo Tlacoyucan,18,46,3.0,9.0,False,False,False,False,False,False,False,False,0.17974948839113575,False,False,False,False
Milpa Alta,Pueblo San Salvador Cuauhtenco,105,106,3.0,25.0,True,False,False,False,False,False,False,False,0.12276338769291134,False,True,False,False
Milpa Alta,Villa Milpa Alta Centro,1,49,0.0,13.0,False,False,False,False,False,False,False,False,0.21200337912015016,False,False,False,False
Tlalpan,2 De Octubre,6,30,1.0,12.0,False,False,False,False,False,False,False,False,0.2084439555290465,False,False,False,False
Tlalpan,A M S A,5,65,1.0,18.0,False,False,False,False,False,False,False,False,0.2040620953557717,False,False,False,False
Tlalpan,Ampliacion Fuentes Del Pedregal,7,89,0.0,28.0,False,False,False,False,False,False,False,False,0.18833964019629207,False,False,False,False
Tlalpan,Ampliacion Isidro Fabela,8,21,1.0,7.0,False,False,False,False,False,False,False,False,0.2129531938910239,False,False,False,False
Tlalpan,Arenal De Guadalupe,7,46,2.0,9.0,False,False,False,False,False,False,False,False,0.195894521766451,False,False,False,False
Tlalpan,Arenal Tepepan,4,50,2.0,20.0,False,False,False,False,False,False,False,False,0.19190307413959035,False,False,False,False
Tlalpan,Barrio De Caramaguey,2,15,0.0,3.0,False,False,False,False,False,False,False,False,0.21075407154932713,False,False,False,False
Tlalpan,Barrio Del Niño Jesus,6,51,0.0,10.0,False,False,False,False,False,False,False,False,0.21504373567377516,False,False,False,False
Tlalpan,Barrio El Capulin,4,20,0.0,7.0,False,False,False,False,False,False,False,False,0.22157048686301006,False,False,False,False
Tlalpan,Barrio La Fama,2,34,0.0,7.0,False,False,False,False,False,False,False,False,0.2211329414171601,False,False,False,False
Tlalpan,Barrio La Lonja,3,26,1.0,5.0,False,False,False,False,False,False,False,False,0.2098564157646951,False,False,False,False
Tlalpan,Barrio San Fernando,3,11,1.0,5.0,False,False,False,False,False,False,False,False,0.2032545530872118,False,False,False,False
Tlalpan,Belisario Dominguez,15,14,2.0,3.0,False,False,False,False,False,False,False,False,0.1798983651503201,False,False,False,False
Tlalpan,Belisario Dominguez Seccion Xvi,19,147,3.0,37.0,False,False,False,False,False,False,False,False,0.14668603414336628,False,False,False,False
Tlalpan,Belvedere Ajusco,9,42,2.0,13.0,False,False,False,False,False,False,False,False,0.2038820369467278,False,False,False,False
Tlalpan,Bosques Del Pedregal,7,59,1.0,18.0,False,False,False,False,False,False,False,False,0.20700402729205708,False,False,False,False
Tlalpan,Cantera Puente De Piedra,8,30,1.0,8.0,False,False,False,False,False,False,False,False,0.21153423391110887,False,False,False,False
Tlalpan,Chimilli,1,34,0.0,10.0,False,False,False,False,False,False,False,False,0.2175468997390918,False,False,False,False
Tlalpan,Club De Golf Mexico,4,15,0.0,4.0,False,False,False,False,False,False,False,False,0.21753707637731345,False,False,False,False
Tlalpan,Colinas Del Ajusco,6,51,0.0,16.0,False,False,False,False,False,False,False,False,0.21325592697138818,False,False,False,False
Tlalpan,Comuneros De Santa Ursula,7,22,0.0,13.0,False,False,False,False,False,False,False,False,0.21021389087245634,False,False,False,False
Tlalpan,Cruz Del Farol,9,36,0.0,11.0,False,False,False,False,False,False,False,False,0.21920685943107449,False,False,False,False
Tlalpan,Cuchilla De Padierna,4,27,0.0,9.0,False,False,False,False,False,False,False,False,0.21870034157134632,False,False,False,False
Tlalpan,Cultura Maya,2,34,0.0,8.0,False,False,False,False,False,False,False,False,0.2213119392028836,False,False,False,False
Tlalpan,Cumbres De Tepetongo,3,21,0.0,6.0,False,False,False,False,False,False,False,False,0.222368757791307,False,False,False,False
Tlalpan,Diamante,3,5,2.0,2.0,False,False,False,False,False,False,False,False,0.17083838551219754,False,False,False,False
Tlalpan,Divisadero,3,9,0.0,2.0,False,False,False,False,False,False,False,False,0.2052539088123635,False,False,False,False
Tlalpan,Dolores Tlali,3,14,0.0,5.0,False,False,False,False,False,False,False,False,0.2183511234690197,False,False,False,False
Tlalpan,Ejidos De San Pedro Martir,32,108,4.0,29.0,False,False,False,False,False,False,False,False,0.15484096592085433,False,False,False,False
Tlalpan,El Cantil,7,10,1.0,3.0,False,False,False,False,False,False,False,False,0.19503712508739507,False,False,False,False
Tlalpan,El Charco,9,34,2.0,11.0,False,False,False,False,False,False,False,False,0.20391461705959046,False,False,False,False
Tlalpan,El Mirador 1A Seccion,5,25,0.0,9.0,False,False,False,False,False,False,False,False,0.2198319783390429,False,False,False,False
Tlalpan,El Mirador 2A Seccion,5,5,0.0,1.0,False,False,False,False,False,False,False,False,0.1910684591804,False,False,False,False
Tlalpan,El Mirador 3A Seccion,4,6,1.0,3.0,False,False,False,False,False,False,False,False,0.19343494967425673,False,False,False,False
Tlalpan,Ex Hacienda Coapa,4,12,2.0,2.0,False,False,False,False,False,False,False,False,0.17860467944131192,False,False,False,False
Tlalpan,Ex Hacienda San Juan De Dios,9,56,1.0,14.0,False,False,False,False,False,False,False,False,0.21211102751429933,False,False,False,False
Tlalpan,Floresta Coyoacan,18,20,1.0,7.0,False,False,False,False,False,False,False,False,0.2051114717945332,False,False,False,False
Tlalpan,Fuentes Brotantes,26,82,1.0,15.0,False,False,False,False,False,False,False,False,0.19448595637171567,False,False,False,False
Tlalpan,Fuentes De Tepepan,10,30,1.0,8.0,False,False,False,False,False,False,False,False,0.21019653957477907,False,False,False,False
Tlalpan,Fuentes Del Pedregal,13,39,2.0,16.0,False,False,False,False,False,False,False,False,0.1990824290449693,False,False,False,False
